"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 18 21:00:44 UTC 2026","Mon May 18 21:00:45 UTC 2026","80","","TC-040: Получить photos вложенного ресурса для album","","org.izuum.jsonPlaceholder.apiTests.nestedRoutesTests.GetPhotosOfNestedResourcesForAlbumsTest","getRequestCheckResponseIsAnArray","TC-040: Ответ является массивом",""
"passed","Mon May 18 21:00:51 UTC 2026","Mon May 18 21:00:51 UTC 2026","120","","TC-068:(БАГ) Создание post с невалидным JSON Payload","","org.izuum.jsonPlaceholder.apiTests.createResources.CreatePostWithInvalidJsonPayloadTest","checkThatClientAndServerHandlesErrorCorrectly","TC-068:(БАГ) Клиент/сервер корректно обрабатывает ошибку [1] ""{ title: 'broken' """,""
"passed","Mon May 18 21:00:36 UTC 2026","Mon May 18 21:00:36 UTC 2026","151","","TC-084: Обновление post пустым телом","","org.izuum.jsonPlaceholder.apiTests.partUpdateTests.UpdatePostWithEmptyBodyTest","checkThatStatusCodeNotServerError","TC-084: Статус-код не 5хх, фиксация поведения",""
"passed","Mon May 18 21:00:50 UTC 2026","Mon May 18 21:00:50 UTC 2026","74","","TC-093: Удаление album","","org.izuum.jsonPlaceholder.apiTests.deleteDataTests.DeleteAlbumTest","checkStatusCodeOfDeleteAlbum","TC-093: Статус-код 200",""
"passed","Mon May 18 21:00:47 UTC 2026","Mon May 18 21:00:47 UTC 2026","74","","TC-006: Получение album по id","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetAlbumByIdTest","getRequestCheckResponseIsAnObject","TC-006: Ответ является объектом",""
"passed","Mon May 18 21:00:35 UTC 2026","Mon May 18 21:00:36 UTC 2026","242","","TC-083: Обновить несколько полей сразу","","org.izuum.jsonPlaceholder.apiTests.partUpdateTests.UpdateSomeFieldsInPostTest","checkThatAllSentFieldsAreThere","TC-083: Проверка что все отправленные поля отражены",""
"passed","Mon May 18 21:00:44 UTC 2026","Mon May 18 21:00:44 UTC 2026","84","","TC-040: Получить photos вложенного ресурса для album","","org.izuum.jsonPlaceholder.apiTests.nestedRoutesTests.GetPhotosOfNestedResourcesForAlbumsTest","getRequestCheckStatusCode","TC-040: Статус-код 200",""
"passed","Mon May 18 21:00:57 UTC 2026","Mon May 18 21:00:57 UTC 2026","187","","TC-035: Фильтрация по несуществующему элементу","","org.izuum.jsonPlaceholder.apiTests.filterQueryParamTests.FilteringByNotExistingValueTest","checkThatArrayInResponseIsEmpty","TC-035: Массив в ответе пустой",""
"passed","Mon May 18 21:00:56 UTC 2026","Mon May 18 21:00:56 UTC 2026","179","","TC-062: Запрос post с плохим query-параметром/символом","","org.izuum.jsonPlaceholder.apiTests.negativeReadTests.GetPostWithBadQueryParamOrSymbolTest","checkExpectedNotServerError","TC-062: Статус-код не 5хх",""
"passed","Mon May 18 21:00:50 UTC 2026","Mon May 18 21:00:50 UTC 2026","106","","TC-063: Создаение post с полным валидным body","","org.izuum.jsonPlaceholder.apiTests.createResources.CreatePostWithValidBodyTest","checkThatStatusCodeCreated","TC-063: Статус-код 201",""
"passed","Mon May 18 21:00:44 UTC 2026","Mon May 18 21:00:44 UTC 2026","65","","TC-042: Получение todos пользователя","","org.izuum.jsonPlaceholder.apiTests.nestedRoutesTests.GetToDosOfUserTest","getRequestCheckStatusCode","TC-042: Статус-код 200",""
"passed","Mon May 18 21:00:50 UTC 2026","Mon May 18 21:00:50 UTC 2026","113","","TC-063: Создаение post с полным валидным body","","org.izuum.jsonPlaceholder.apiTests.createResources.CreatePostWithValidBodyTest","checkThatResponseHasSentFields","TC-063: В ответе есть id=101 и отправленные поля",""
"passed","Mon May 18 21:00:45 UTC 2026","Mon May 18 21:00:45 UTC 2026","87","","TC-043: Получить posts пользователя","","org.izuum.jsonPlaceholder.apiTests.nestedRoutesTests.GetPostsOfUserTest","getRequestCheckStatusCode","TC-043: Статус-код 200",""
"passed","Mon May 18 21:00:58 UTC 2026","Mon May 18 21:00:58 UTC 2026","190","","TC-036: Некорректное значение boolean-фильтра","","org.izuum.jsonPlaceholder.apiTests.filterQueryParamTests.IncorrectValueOfBooleanFilterTest","getRequestCheckStatusCodeMultipleRequest","TC-036: Проверка стабильности ответа",""
"passed","Mon May 18 21:00:58 UTC 2026","Mon May 18 21:00:58 UTC 2026","57","","TC-026: Фильтрация comments по postId","","org.izuum.jsonPlaceholder.apiTests.filterQueryParamTests.FilteringCommentsByPostIdTest","checkThatAllElementsOfCommentHasSpecificPostId","TC-026: Все элементы comment имеют postId = 1",""
"passed","Mon May 18 21:00:50 UTC 2026","Mon May 18 21:00:50 UTC 2026","105","","TC-091: Удаление несуществующего ресурса","","org.izuum.jsonPlaceholder.apiTests.deleteDataTests.DeleteNotExistsPostTest","checkStatusCodeOfDeleteNotExistsPost","TC-091: Статус-код не 5хх, фиксация контракта",""
"passed","Mon May 18 21:00:49 UTC 2026","Mon May 18 21:00:49 UTC 2026","79","","TC-089: Удаление существующего post","","org.izuum.jsonPlaceholder.apiTests.deleteDataTests.DeleteExistsPostTest","checkBodyOfRequest","TC-089: Тело либо пустое, либо {}",""
"passed","Mon May 18 21:00:53 UTC 2026","Mon May 18 21:00:53 UTC 2026","376","","TC-069: Создание post с очень длинными значениями title/body","","org.izuum.jsonPlaceholder.apiTests.createResources.CreatePostWithLongValueTest","checkThatStableAnswerOfServer","TC-069: Сервис отвечает стабильно [3] 5000",""
"passed","Mon May 18 21:00:48 UTC 2026","Mon May 18 21:00:48 UTC 2026","123","","TC-003: Получение коллекции comments","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetCollectionOfCommentsTest","getRequestCheckThatElementsHasFields","TC-003: Элементы содержат поля postId, id, name, email, body",""
"passed","Mon May 18 21:00:44 UTC 2026","Mon May 18 21:00:44 UTC 2026","190","","TC-050: Получение nested route для несуществующего user","","org.izuum.jsonPlaceholder.apiTests.nestedRoutesTests.GetNotExistsNestedRouteForUserTest","getRequestCheckStatusCode","TC-050: Статус-код 200",""
"passed","Mon May 18 21:00:47 UTC 2026","Mon May 18 21:00:47 UTC 2026","78","","TC-006: Получение album по id","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetAlbumByIdTest","getRequestCheckTitleIsNotEmpty","TC-006: Поле title не пустое",""
"passed","Mon May 18 21:00:58 UTC 2026","Mon May 18 21:00:58 UTC 2026","69","","TC-034: Комбинация нескольких фильтров","","org.izuum.jsonPlaceholder.apiTests.filterQueryParamTests.CombinedFilteringByUserIdAndIdTest","checkThatAllElementsSatisfyBothConditions","TC-034: Все элементы удовлетворяют обоим условиям",""
"passed","Mon May 18 21:00:58 UTC 2026","Mon May 18 21:00:58 UTC 2026","129","","TC-036: Некорректное значение boolean-фильтра","","org.izuum.jsonPlaceholder.apiTests.filterQueryParamTests.IncorrectValueOfBooleanFilterTest","checkThatServiceNotFall","TC-036: Сервис не падает",""
"passed","Mon May 18 21:00:43 UTC 2026","Mon May 18 21:00:43 UTC 2026","181","","Сравнение nested route с фильтрациями","","org.izuum.jsonPlaceholder.apiTests.nestedRoutesTests.CompareNestedRouteAndFilteringTest","checkThatSetsOfIdOfPhotosAreEquals","TC-045: Фильтрация для photos. Наборы id идентичны",""
"passed","Mon May 18 21:00:55 UTC 2026","Mon May 18 21:00:55 UTC 2026","115","","TC-065: Создать post с дополнительными неописанными полями","","org.izuum.jsonPlaceholder.apiTests.createResources.CreatePostWithAdditionalFieldsTest","checkReturnExtraFields","TC-065: Проверка возвращения дополнительных полей",""
"passed","Mon May 18 21:00:49 UTC 2026","Mon May 18 21:00:49 UTC 2026","87","","TC-089: Удаление существующего post","","org.izuum.jsonPlaceholder.apiTests.deleteDataTests.DeleteExistsPostTest","checkStatusCodeOfDeletePost","TC-089: Статус-код 200 либо 204(по фактическому контакту)",""
"passed","Mon May 18 21:01:00 UTC 2026","Mon May 18 21:01:00 UTC 2026","75","","TC-033: Фильтрация posts по id","","org.izuum.jsonPlaceholder.apiTests.filterQueryParamTests.FilteringPostsByIdTest","getIdOfElementInResponse","TC-033: id полученного элемента 1",""
"passed","Mon May 18 21:00:49 UTC 2026","Mon May 18 21:00:49 UTC 2026","57","","TC-010: Получение todo по id","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetToDoByIdTest","getRequestCheckResponseIsAnObject","TC-010: Ответ является объектом",""
"passed","Mon May 18 21:00:44 UTC 2026","Mon May 18 21:00:44 UTC 2026","84","","TC-042: Получение todos пользователя","","org.izuum.jsonPlaceholder.apiTests.nestedRoutesTests.GetToDosOfUserTest","getRequestCheckResponseIsAnArray","TC-042: Ответ является массивом",""
"passed","Mon May 18 21:00:45 UTC 2026","Mon May 18 21:00:45 UTC 2026","73","","TC-004: Получение comment по id","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetCommentByIdTest","getRequestCheckResponseIsAnObject","TC-004: Ответ является объектом",""
"passed","Mon May 18 21:00:49 UTC 2026","Mon May 18 21:00:49 UTC 2026","72","","TC-012: Получение user по id","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetUserByIdTest","getRequestCheckStatusCode","TC-012: Статус-код 200",""
"passed","Mon May 18 21:00:59 UTC 2026","Mon May 18 21:00:59 UTC 2026","73","","TC-037: Неизвестный query-параметр вместе с валидным","","org.izuum.jsonPlaceholder.apiTests.filterQueryParamTests.UnknownQueryParamWithValidParamTest","documentBehaviorWithUnknownParam","TC-037: Поведение при unknownParam задокументировано в тесте",""
"passed","Mon May 18 21:00:58 UTC 2026","Mon May 18 21:00:58 UTC 2026","53","","TC-034: Комбинация нескольких фильтров","","org.izuum.jsonPlaceholder.apiTests.filterQueryParamTests.CombinedFilteringByUserIdAndIdTest","getRequestCheckStatusCode","TC-034: Статус-код 200",""
"passed","Mon May 18 21:00:50 UTC 2026","Mon May 18 21:00:50 UTC 2026","108","","TC-067: Создание post без заголовка Content-Type","","org.izuum.jsonPlaceholder.apiTests.createResources.CreatePostWithoutHeaderContentTypeTest","createPostWithoutHeaderContentType","TC-067: Статус-код не 5хх, фиксация поведения",""
"passed","Mon May 18 21:00:54 UTC 2026","Mon May 18 21:00:54 UTC 2026","141","","TC-066: Создание post с пустым телом запроса","","org.izuum.jsonPlaceholder.apiTests.createResources.CreatePostWithEmptyBodyTest","checkThatStatusCodeNotServerError","TC-066: Статус-код не 5хх",""
"passed","Mon May 18 21:00:56 UTC 2026","Mon May 18 21:00:56 UTC 2026","210","","TC-059: Запрос post с негативным id","","org.izuum.jsonPlaceholder.apiTests.negativeReadTests.GetPostByNegativeIdTest","checkExpectedNotServerError","TC-059: Статус-код не 5хх",""
"passed","Mon May 18 21:00:45 UTC 2026","Mon May 18 21:00:45 UTC 2026","79","","TC-041: Получение albums пользователя","","org.izuum.jsonPlaceholder.apiTests.nestedRoutesTests.GetAlbumsOfUserTest","checkThatEveryElementsHasUserIdIsOne","TC-041: Каждый элемент имеет userId=1",""
"passed","Mon May 18 21:00:45 UTC 2026","Mon May 18 21:00:45 UTC 2026","81","","TC-004: Получение comment по id","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetCommentByIdTest","getRequestCheckStatusCode","TC-004: Статус-код 200",""
"passed","Mon May 18 21:00:52 UTC 2026","Mon May 18 21:00:52 UTC 2026","398","","TC-069: Создание post с очень длинными значениями title/body","","org.izuum.jsonPlaceholder.apiTests.createResources.CreatePostWithLongValueTest","checkThatStableAnswerOfServer","TC-069: Сервис отвечает стабильно [1] 100",""
"passed","Mon May 18 21:00:54 UTC 2026","Mon May 18 21:00:54 UTC 2026","181","","TC-069: Создание post с очень длинными значениями title/body","","org.izuum.jsonPlaceholder.apiTests.createResources.CreatePostWithLongValueTest","checkThatDataReturnWithoutTrim","TC-069: Данные возвращаются без обрезки в теле ответа [4] 10000",""
"passed","Mon May 18 21:00:34 UTC 2026","Mon May 18 21:00:34 UTC 2026","131","","TC-081: Обновить только поле title","","org.izuum.jsonPlaceholder.apiTests.partUpdateTests.UpdateTitleInPostTest","checkStatusCodeOfPatch","TC-081: Статус-код 200",""
"passed","Mon May 18 21:00:47 UTC 2026","Mon May 18 21:00:47 UTC 2026","79","","TC-009: Получение коллекции todos","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetCollectionOfToDoTest","getRequestCheckResponseIsAnArray","TC-009: Ответ является массивом",""
"passed","Mon May 18 21:00:47 UTC 2026","Mon May 18 21:00:47 UTC 2026","71","","TC-006: Получение album по id","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetAlbumByIdTest","getRequestCheckStatusCode","TC-006: Статус-код 200",""
"passed","Mon May 18 21:00:49 UTC 2026","Mon May 18 21:00:49 UTC 2026","207","","TC-090: Повторное удаление одного и того же ресурса","","org.izuum.jsonPlaceholder.apiTests.deleteDataTests.RepeatDeletePostTest","checkStatusCodeOfRepeatDeletePost","TC-090: Статус-код не 5хх, фиксация идемпотентности",""
"passed","Mon May 18 21:00:55 UTC 2026","Mon May 18 21:00:56 UTC 2026","187","","TC-053: Запрос comment с несуществующим id","","org.izuum.jsonPlaceholder.apiTests.negativeReadTests.GetCommentByNotExistsIdTest","checkExpectedNotServerError","TC-053: Статус-код не 5хх",""
"passed","Mon May 18 21:00:48 UTC 2026","Mon May 18 21:00:48 UTC 2026","80","","TC-008: Получение photo по id","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetPhotoByIdTest","getRequestCheckResponseIsAnObject","TC-008: Ответ является объектом",""
"passed","Mon May 18 21:00:42 UTC 2026","Mon May 18 21:00:42 UTC 2026","115","","Проверка структуры объектов на каждом эндпоинте","","org.izuum.jsonPlaceholder.apiTests.structureAndTypeTests.CheckStructureOfObjectsTest","checkEqualityOfFieldsOfUsers","TC-023: Проверка однородности массива users",""
"passed","Mon May 18 21:01:00 UTC 2026","Mon May 18 21:01:00 UTC 2026","76","","TC-032: Фильтрация users по id","","org.izuum.jsonPlaceholder.apiTests.filterQueryParamTests.FilteringUsersByIdTest","getIdOfElementInResponse","TC-032: id полученного элемента 1",""
"passed","Mon May 18 21:00:59 UTC 2026","Mon May 18 21:00:59 UTC 2026","182","","TC-030: Фильтрация todos по completed = true","","org.izuum.jsonPlaceholder.apiTests.filterQueryParamTests.FilteringToDosByCompletedTrueTest","checkThatAllToDosHasCompletedEqualsTrue","TC-030: В каждом todo есть completed = true",""
"passed","Mon May 18 21:00:39 UTC 2026","Mon May 18 21:00:39 UTC 2026","127","","TC-075: Отправка put-запроса без id в теле","","org.izuum.jsonPlaceholder.apiTests.fullReplaceData.SendPutRequestWithoutIdInBodyTest","checkThatStatusCodeNotServerError","TC-075: Статус-код не 5хх",""
"passed","Mon May 18 21:00:48 UTC 2026","Mon May 18 21:00:49 UTC 2026","70","","TC-008: Получение photo по id","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetPhotoByIdTest","getRequestCheckThatUrlAndThumbnailUrlAreString","TC-008: Поля url и thumbnailUrl являются строками",""
"passed","Mon May 18 21:00:47 UTC 2026","Mon May 18 21:00:48 UTC 2026","118","","TC-003: Получение коллекции comments","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetCollectionOfCommentsTest","getRequestCheckResponseIsAnArray","TC-003: Ответ является массивом",""
"passed","Mon May 18 21:00:45 UTC 2026","Mon May 18 21:00:45 UTC 2026","77","","TC-004: Получение comment по id","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetCommentByIdTest","getRequestCheckThatFieldEmailIsString","TC-004: Поле email имеет тип string",""
"passed","Mon May 18 21:00:57 UTC 2026","Mon May 18 21:00:58 UTC 2026","181","","TC-038: Пустое значение query-параметра","","org.izuum.jsonPlaceholder.apiTests.filterQueryParamTests.EmptyValueOfQueryParamTest","checkThatResponseIsCorrect","TC-038: Сервис отвечает корректно",""
"passed","Mon May 18 21:00:45 UTC 2026","Mon May 18 21:00:45 UTC 2026","77","","TC-043: Получить posts пользователя","","org.izuum.jsonPlaceholder.apiTests.nestedRoutesTests.GetPostsOfUserTest","getRequestCheckResponseIsAnArray","TC-043: Ответ является массивом",""
"passed","Mon May 18 21:00:55 UTC 2026","Mon May 18 21:00:55 UTC 2026","53","","TC-057: Запрос User с несуществующим id","","org.izuum.jsonPlaceholder.apiTests.negativeReadTests.GetUserByNotExistsIdTest","checkExpectedNotServerError","TC-057: Статус-код не 5хх",""
"passed","Mon May 18 21:00:43 UTC 2026","Mon May 18 21:00:44 UTC 2026","191","","Сравнение nested route с фильтрациями","","org.izuum.jsonPlaceholder.apiTests.nestedRoutesTests.CompareNestedRouteAndFilteringTest","checkThatSetsOfIdOfCommentsAreEquals","TC-044: Фильтрация для comments. Наборы id в обоих ответах идентичны",""
"passed","Mon May 18 21:00:51 UTC 2026","Mon May 18 21:00:51 UTC 2026","119","","TC-072: Создание todos с полем completed=true","","org.izuum.jsonPlaceholder.apiTests.createResources.CreateTodosWithCompletedIsTrueTest","checkThatFieldCompletedIsTrue","TC-072: Проверка что completed в ответе обрабатывается корректно",""
"passed","Mon May 18 21:00:55 UTC 2026","Mon May 18 21:00:55 UTC 2026","192","","TC-051: Запрос post с id вне ожидаемого диапазона","","org.izuum.jsonPlaceholder.apiTests.negativeReadTests.GetPostByIdOutOfExpectedRangeTest","checkThatExpectedStatusCodeNotSuccessWithValidObject","TC-051: Ожидается статус-код не 200 с валидным объектом",""
"passed","Mon May 18 21:00:46 UTC 2026","Mon May 18 21:00:46 UTC 2026","242","","TC-007: Получение коллекции photos","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetCollectionsOfPhotosTest","getRequestCheckThatElementsHasFields","TC-007: Элементы массива содержат поля albumId, id, title, url, thumbnailUrl",""
"passed","Mon May 18 21:00:39 UTC 2026","Mon May 18 21:00:39 UTC 2026","130","","TC-080: Полная замена todo","","org.izuum.jsonPlaceholder.apiTests.fullReplaceData.FullReplaceToDoTest","checkThatFieldsReturnCorrectly","TC-080: Поля возвращаются корректно, в частности completed",""
"passed","Mon May 18 21:00:41 UTC 2026","Mon May 18 21:00:41 UTC 2026","219","","Проверка типов полей на всех эндпоинтах","","org.izuum.jsonPlaceholder.apiTests.structureAndTypeTests.CheckTypeOfFieldsTest","checkTypeOfFieldsOfPhoto","TC-016: Проверка типов полей photo",""
"passed","Mon May 18 21:00:45 UTC 2026","Mon May 18 21:00:45 UTC 2026","83","","TC-043: Получить posts пользователя","","org.izuum.jsonPlaceholder.apiTests.nestedRoutesTests.GetPostsOfUserTest","checkThatEveryElementsHasUserIdIsOne","TC-043: Каждый элемент имеет userId=1",""
"passed","Mon May 18 21:00:45 UTC 2026","Mon May 18 21:00:45 UTC 2026","72","","TC-004: Получение comment по id","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetCommentByIdTest","getRequestCheckIdOfObject","TC-004: id объекта равен 1",""
"passed","Mon May 18 21:00:54 UTC 2026","Mon May 18 21:00:54 UTC 2026","130","","TC-069: Создание post с очень длинными значениями title/body","","org.izuum.jsonPlaceholder.apiTests.createResources.CreatePostWithLongValueTest","checkThatDataReturnWithoutTrim","TC-069: Данные возвращаются без обрезки в теле ответа [3] 5000",""
"passed","Mon May 18 21:00:41 UTC 2026","Mon May 18 21:00:41 UTC 2026","115","","Проверка типов полей на всех эндпоинтах","","org.izuum.jsonPlaceholder.apiTests.structureAndTypeTests.CheckTypeOfFieldsTest","checkTypeOfFieldsTopLevelOfUser","TC-018: Проверка типов верхнего уровня user",""
"passed","Mon May 18 21:00:37 UTC 2026","Mon May 18 21:00:37 UTC 2026","326","","TC-101: Проверка отсутствия реальной персистентности после create","","org.izuum.jsonPlaceholder.apiTests.integrationTests.CheckLackRealPersistanceAfterCreateTest","checkLackRealPersistanceAfterCreate","TC-101: Создание успешно mock-ается, но при последующем GETданные могут не сохраняться",""
"passed","Mon May 18 21:00:39 UTC 2026","Mon May 18 21:00:40 UTC 2026","114","","TC-074: Полная замена с изменением всех значений","","org.izuum.jsonPlaceholder.apiTests.fullReplaceData.FullReplacePostWithChangeAllValuesTest","getRequestCheckStatusCode","TC-074: Статус-код 200",""
"passed","Mon May 18 21:00:39 UTC 2026","Mon May 18 21:00:39 UTC 2026","119","","TC-073: Полная замена post валидным объектом","","org.izuum.jsonPlaceholder.apiTests.fullReplaceData.FullReplacePostToValidObjectTest","getRequestCheckStatusCode","TC-073: Статус-код 200",""
"passed","Mon May 18 21:00:36 UTC 2026","Mon May 18 21:00:36 UTC 2026","119","","TC-083: Обновить несколько полей сразу","","org.izuum.jsonPlaceholder.apiTests.partUpdateTests.UpdateSomeFieldsInPostTest","checkStatusCodeOfPatch","TC-083: Статус-код 200",""
"passed","Mon May 18 21:00:40 UTC 2026","Mon May 18 21:00:40 UTC 2026","209","","TC-079: Полная замена comment","","org.izuum.jsonPlaceholder.apiTests.fullReplaceData.FullReplaceCommentTest","checkThatPayloadIsOk","TC-079: Поля из payload возвращаются",""
"passed","Mon May 18 21:00:47 UTC 2026","Mon May 18 21:00:47 UTC 2026","84","","TC-009: Получение коллекции todos","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetCollectionOfToDoTest","getRequestCheckStatusCode","TC-009: Статус-код 200",""
"passed","Mon May 18 21:00:52 UTC 2026","Mon May 18 21:00:53 UTC 2026","413","","TC-069: Создание post с очень длинными значениями title/body","","org.izuum.jsonPlaceholder.apiTests.createResources.CreatePostWithLongValueTest","checkThatStableAnswerOfServer","TC-069: Сервис отвечает стабильно [2] 1000",""
"passed","Mon May 18 21:00:59 UTC 2026","Mon May 18 21:00:59 UTC 2026","77","","TC-027: Фильтрация albums по userId","","org.izuum.jsonPlaceholder.apiTests.filterQueryParamTests.FilteringAlbumsByUserIdTest","checkThatAllAlbumsBelongsToSpecificUserId","TC-027: Каждый album принадлежит userId = 1",""
"passed","Mon May 18 21:00:36 UTC 2026","Mon May 18 21:00:36 UTC 2026","380","","TC-086: Обновление post для несуществующего id","","org.izuum.jsonPlaceholder.apiTests.partUpdateTests.UpdatePostWithNotExistsIdTest","checkStableServerAnswer","TC-086: Стабильный ответ сервера",""
"passed","Mon May 18 21:00:44 UTC 2026","Mon May 18 21:00:44 UTC 2026","66","","TC-049: Получение nested route для несуществующего post","","org.izuum.jsonPlaceholder.apiTests.nestedRoutesTests.GetNotExistsNestedRouteForPostTest","checkThatResponseHasEmptyList","TC-049: Ответ содержит пустой массив",""
"passed","Mon May 18 21:00:59 UTC 2026","Mon May 18 21:00:59 UTC 2026","184","","TC-037: Неизвестный query-параметр вместе с валидным","","org.izuum.jsonPlaceholder.apiTests.filterQueryParamTests.UnknownQueryParamWithValidParamTest","checkThatResponseIsCorrect","TC-037: Сервис отвечает корректно",""
"passed","Mon May 18 21:00:41 UTC 2026","Mon May 18 21:00:41 UTC 2026","85","","Проверка типов полей на всех эндпоинтах","","org.izuum.jsonPlaceholder.apiTests.structureAndTypeTests.CheckTypeOfFieldsTest","checkTypeOfFieldsOfAlbum","TC-015: Проверка типов полей album",""
"passed","Mon May 18 21:00:40 UTC 2026","Mon May 18 21:00:40 UTC 2026","138","","TC-074: Полная замена с изменением всех значений","","org.izuum.jsonPlaceholder.apiTests.fullReplaceData.FullReplacePostWithChangeAllValuesTest","checkThatEveryFieldsAreUpdate","TC-074: Каждое поле обновлено в response body",""
"passed","Mon May 18 21:00:39 UTC 2026","Mon May 18 21:00:39 UTC 2026","194","","TC-080: Полная замена todo","","org.izuum.jsonPlaceholder.apiTests.fullReplaceData.FullReplaceToDoTest","checkThatStatusCodeIsOk","TC-080: Статус-код 200",""
"passed","Mon May 18 21:00:42 UTC 2026","Mon May 18 21:00:42 UTC 2026","96","","TC-039: Получить comments вложенного ресурса для post","","org.izuum.jsonPlaceholder.apiTests.nestedRoutesTests.GetCommentsOfNestedResourcesForPostTest","getRequestCheckStatusCode","TC-039: Статус-код 200",""
"passed","Mon May 18 21:00:40 UTC 2026","Mon May 18 21:00:40 UTC 2026","123","","TC-077: Отправка put-запроса с пустым body","","org.izuum.jsonPlaceholder.apiTests.fullReplaceData.SendPutRequestWithEmptyBodyTest","checkThatResponseCorrespondsContract","TC-077: Проверка соответствия контракту",""
"passed","Mon May 18 21:00:34 UTC 2026","Mon May 18 21:00:34 UTC 2026","182","","TC-081: Обновить только поле title","","org.izuum.jsonPlaceholder.apiTests.partUpdateTests.UpdateTitleInPostTest","checkNewTitleInPost","TC-081: Проверка title, остальные поля присутствуют",""
"passed","Mon May 18 21:00:39 UTC 2026","Mon May 18 21:00:39 UTC 2026","137","","TC-073: Полная замена post валидным объектом","","org.izuum.jsonPlaceholder.apiTests.fullReplaceData.FullReplacePostToValidObjectTest","checkThatRequestHasSentFieldsAndIdIsOne","TC-073: Ответ содержит отправленные поля и id=1",""
"passed","Mon May 18 21:01:00 UTC 2026","Mon May 18 21:01:00 UTC 2026","72","","TC-031: Фильтрация todos по completed = false","","org.izuum.jsonPlaceholder.apiTests.filterQueryParamTests.FilteringToDosByCompletedFalseTest","checkThatAllToDosHasCompletedEqualsFalse","TC-031: В каждом todo есть completed = false",""
"passed","Mon May 18 21:00:40 UTC 2026","Mon May 18 21:00:40 UTC 2026","118","","TC-079: Полная замена comment","","org.izuum.jsonPlaceholder.apiTests.fullReplaceData.FullReplaceCommentTest","checkThatStatusCodeIsOk","TC-078: Статус-код 200",""
"passed","Mon May 18 21:00:49 UTC 2026","Mon May 18 21:00:49 UTC 2026","73","","TC-012: Получение user по id","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetUserByIdTest","getRequestResponseIsAnObject","TC-012: Ответ является объектом",""
"passed","Mon May 18 21:00:54 UTC 2026","Mon May 18 21:00:54 UTC 2026","97","","TC-066: Создание post с пустым телом запроса","","org.izuum.jsonPlaceholder.apiTests.createResources.CreatePostWithEmptyBodyTest","checkResponseOfEmptyBody","TC-066: Фиксация ответа и контракта",""
"passed","Mon May 18 21:00:53 UTC 2026","Mon May 18 21:00:53 UTC 2026","385","","TC-069: Создание post с очень длинными значениями title/body","","org.izuum.jsonPlaceholder.apiTests.createResources.CreatePostWithLongValueTest","checkThatStableAnswerOfServer","TC-069: Сервис отвечает стабильно [4] 10000",""
"passed","Mon May 18 21:00:45 UTC 2026","Mon May 18 21:00:45 UTC 2026","78","","TC-041: Получение albums пользователя","","org.izuum.jsonPlaceholder.apiTests.nestedRoutesTests.GetAlbumsOfUserTest","getRequestCheckResponseIsAnArray","TC-041: Ответ является массивом",""
"passed","Mon May 18 21:00:37 UTC 2026","Mon May 18 21:00:37 UTC 2026","234","","TC-103: Проверка отсутствия реальной персистентности после patch","","org.izuum.jsonPlaceholder.apiTests.integrationTests.CheckLackRealPersistanceAfterPatchTest","checkLackRealPersistanceAfterGet","TC-103: Частичная замена успешно mock-ается, но GET-запрос не обязан возвращать измененные данные",""
"passed","Mon May 18 21:00:47 UTC 2026","Mon May 18 21:00:47 UTC 2026","114","","TC-009: Получение коллекции todos","","org.izuum.jsonPlaceholder.apiTests.smokeTests.GetCollectionOfToDoTest","getRequestCheckThatElementsHasFields","TC-009: Элементы содержат поля userId, id, title, completed",""
"passed","Mon May 18 21:01:00 UTC 2026","Mon May 18 21:01:00 UTC 2026","178","","TC-033: Фильтрация posts по id","","org.izuum.jsonPlaceholder.apiTests.filterQueryParamTests.FilteringPostsByIdTest","getRequestCheckStatusCode","TC-033: Статус-код 200",""
"passed","Mon May 18 21:00:43 UTC 2026","Mon May 18 21:00:43 UTC 2026","180","","Сравнение nested route с фильтрациями","","org.izuum.jsonPlaceholder.apiTests.nestedRoutesTests.CompareNestedRouteAndFilteringTest","checkThatSetsOfIdOfAlbumAreEquals","TC-048: Фильтрация для Album. Наборы id идентичны",""
